40.7042987997,-74.0116923939
40.7358673277,-73.9898864791
40.7100165974,-74.012713519
40.7945393435,-73.9692331688
40.7583408848,-73.9932240148
40.8038428869,-73.9642721323
40.7762371329,-73.9611996791
40.8006294568,-73.9375101725
40.7228696296,-73.9864689279
40.8109594072,-73.9525860378
40.8127036095,-73.9404773712
40.7315053206,-73.9819876964
40.7610520638,-73.9664330072
40.8162040711,-73.9582172741
40.8010793987,-73.9506944355
40.8259836833,-73.9485066732
40.7521889248,-73.9806794363
40.8340530395,-73.9449977875
40.8413772583,-73.939704895
40.7068142573,-74.0065533956
40.8456242879,-73.9375101725
40.8233184814,-73.9380187988
40.7425219672,-73.9958785602
40.7667713368,-73.959462105
40.8657836914,-73.9283065796
40.7224526481,-74.0064191061
40.7783649103,-73.9485840216
40.7187028267,-73.9971329058
40.8505783081,-73.9371833802
40.7317096537,-74.0021502105
40.7682072842,-73.9836157822
40.7426943599,-73.9810578836
40.7893118858,-73.9458707174
40.7489941886,-73.9905045668
40.725683915,-73.9939876356
40.7604157614,-73.9849065698
40.7432676137,-74.0048993385
40.7623103501,-73.9748000603
40.7152791704,-74.011093475
40.7764778137,-73.981794171
40.773022551,-73.9543729036
40.7539659842,-73.9725539367
40.7832456657,-73.9543777875
40.852481842,-73.9377288818
40.7858560821,-73.9759805467
