40.7038402558,-74.0136070252
40.7318828632,-73.9841634577
40.7880334427,-73.9728545004
40.7885910483,-73.9438458611
40.7432520493,-73.9787637462
40.7068617079,-74.0075429281
40.7761981291,-73.9517344755
40.7985788981,-73.9662577311
40.7188248444,-73.9957519531
40.8001493974,-73.9505774758
40.8117109445,-73.9612373939
40.8058139256,-73.947933742
40.7594170094,-73.966205883
40.8213424683,-73.9539756775
40.8077520891,-73.9530937888
40.7385389328,-73.9919558716
40.7563237993,-74.0007269723
40.8160209656,-73.9437088013
40.7165371288,-74.0108864524
40.8368225098,-73.9417343139
40.8417205811,-73.9427337646
40.8252868653,-73.9479324341
40.7088787245,-74.0146759697
40.7693218138,-73.9650222034
40.8431358337,-73.9393386841
40.8556289673,-73.9304313659
40.7498577931,-73.9919558666
40.8605861664,-73.9286804199
40.8486433029,-73.9376316071
40.7840370322,-73.952100214
40.8671379089,-73.9268341064
40.7316399574,-74.003512001
40.7641698633,-73.9791922569
40.7217885446,-73.9852196514
40.7219369979,-74.0043129694
40.7970161438,-73.9347664969
40.7279001319,-73.9938269905
40.7478898593,-73.9850763593
40.7419261932,-74.0032652185
40.758276146200004,-73.9867289891
40.8256416321,-73.9403167725
40.7646672664,-73.9919148959
40.7780938541,-73.9811840282
40.7531638436,-73.9749342545
40.7674828554,-73.956842178
40.8510322571,-73.9287567139
40.7780007393,-73.9595188018
