40.70798,-74.01549
40.7399311111,-74.0053723077
40.7747729885,-73.9621597701
40.7743871508,-73.9511782123
40.7264240695,-73.9825369727
40.7997074074,-73.957737037
40.7824294521,-73.9527924658
40.7974507463,-73.9691985075
40.8709,-73.91805
40.7119027523,-74.0035110092
40.8082285714,-73.9622095238
40.8071025,-73.95239
40.7578071429,-73.9848510204
40.8128583333,-73.9382458333
40.796992,-73.93758
40.8173363636,-73.9450090909
40.7320029358,-74.0015882569
40.8222823529,-73.9541705882
40.7489076923,-74.003405668
40.8254466667,-73.9417333333
40.716394198,-74.0109836177
40.8327888889,-73.9476444444
40.8406222222,-73.9416444444
40.7540048889,-73.9733128889
40.84575,-73.93885
40.706216092,-74.0091310345
40.8499375,-73.939925
40.8575142857,-73.933
40.8521,-73.9366333333
40.7408694581,-73.9806788177
40.860825,-73.927925
40.7894593496,-73.9737390244
40.8656,-73.9284666667
40.7250434109,-74.0074263566
40.8669,-73.9254
40.7702749104,-73.9856939068
40.7220110874,-74.0003918977
40.80735,-73.9430833333
40.7223762938,-73.9912611018
40.7468400778,-73.9917947471
40.7359066038,-73.9912083019
40.7502100515,-73.9814592784
40.831275,-73.940125
40.7592616162,-73.994223569
40.7611791411,-73.9687852761
40.7625709474,-73.978048
40.7666832432,-73.9598383784
40.8513125,-73.930725
40.7808055556,-73.9791416667
