40.7038150587,-74.0136021397
40.7324790491,-73.9940016588
40.7846781413,-73.9543016594
40.7889719417,-73.9726037246
40.7436272592,-73.9808659409
40.7105118632,-74.012357235
40.7752718078,-73.9532282486
40.7983445447,-73.9673249986
40.7221798771,-73.9989795988
40.8052274159,-73.9616155624
40.8074315389,-73.9505295224
40.8146456668,-73.958771555
40.7708500028,-73.984023571
40.8211357593,-73.9520506859
40.7933011306,-73.948101646
40.7406644018,-73.9901123448
40.7502329805,-73.9907476015
40.8062261498,-73.9401198677
40.7149372976,-74.0132339898
40.8344128927,-73.9431330363
40.8389339447,-73.9413566589
40.8192568692,-73.9401411577
40.7069327491,-74.0066569192
40.7675142387,-73.9652003516
40.8416938782,-73.9416394915
40.8537826538,-73.9339243571
40.7535476514,-74.0024062358
40.857711792,-73.9306716919
40.8476133346,-73.9369621277
40.7783718634,-73.9467679645
40.8651580811,-73.926726205
40.7210504902,-73.9900026464
40.7586516934,-73.9686676761
40.730159782,-74.0047779308
40.7193705358,-74.0073703451
40.7958037278,-73.9362816646
40.7291959825,-73.9825279739
40.7605083911,-73.9927148471
40.741535868,-74.0040413387
40.7526085043,-73.9764166562
40.8287645976,-73.9466730754
40.759076807,-73.9833788337
40.7658117765,-73.9560461643
40.7626563435,-73.9755189027
40.7808952588,-73.9792301165
40.8544998169,-73.9385242462
40.7762856304,-73.9607504364
